step,agent_id,attention,destination,emissions_total_g,location,modal_share,mode,performance,stress,t,working_memory
72,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5993,72,0.0504
72,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5998,72,0.0
72,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.5999,72,0.0136
72,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
73,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.5999,73,0.0
73,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.5999,73,0.0199
73,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,73,0.0036
73,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,73,0.0
73,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.5999,73,0.0494
73,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5998,73,0.0107
73,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.5999,73,0.03
73,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.5999,73,0.0
73,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5998,73,0.0
73,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5994,73,0.0627
73,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5998,73,0.033
73,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.5999,73,0.0
73,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
74,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.5999,74,0.023
74,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.5999,74,0.0267
74,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,74,0.0
74,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,74,0.0
74,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,74,0.0661
74,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5999,74,0.0327
74,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.5999,74,0.0
74,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,74,0.0
74,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5999,74,0.0
74,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5995,74,0.0614
74,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5999,74,0.0226
74,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.5999,74,0.03
74,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
75,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,75,0.0
75,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.5999,75,0.0364
75,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,75,0.0
75,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,75,0.0
75,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,75,0.0879
75,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5999,75,0.0486
75,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,75,0.0
75,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,75,0.0
75,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5999,75,0.0
75,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5996,75,0.0459
75,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5999,75,0.0413
75,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.5999,75,0.0
75,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
76,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,76,0.015
76,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.5999,76,0.0
76,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,76,0.0
76,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,76,0.017
76,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,76,0.0503
76,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5999,76,0.0282
76,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,76,0.0
76,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,76,0.0325
76,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5999,76,0.0
76,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5997,76,0.0442
76,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5999,76,0.0278
76,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.5999,76,0.0045
76,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
77,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,77,0.0108
77,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.5999,77,0.0
77,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,77,0.0138
77,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,77,0.0378
77,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,77,0.0042
77,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5999,77,0.0
77,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,77,0.0
77,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,77,0.0
77,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5999,77,0.0423
77,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5998,77,0.0496
77,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5999,77,0.0187
77,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,77,0.0003
77,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
78,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,78,0.0
78,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,78,0.0
78,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,78,0.0
78,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,78,0.0307
78,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,78,0.0006
78,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.5999,78,0.0
78,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,78,0.0
78,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,78,0.0227
78,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.5999,78,0.0421
78,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5998,78,0.0
78,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.5999,78,0.0523
78,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,78,0.0
78,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
79,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,79,0.0088
79,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,79,0.0
79,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,79,0.0132
79,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,79,0.0344
79,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,79,0.0435
79,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,79,0.0
79,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,79,0.0
79,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,79,0.0
79,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,79,0.0238
79,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5998,79,0.0143
79,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,79,0.0
79,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,79,0.0
79,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
80,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,80,0.0
80,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,80,0.0
80,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,80,0.0268
80,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,80,0.0333
80,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,80,0.0
80,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,80,0.0
80,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,80,0.0389
80,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,80,0.0271
80,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,80,0.0536
80,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5999,80,0.02
80,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,80,0.009
80,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,80,0.0232
80,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
81,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,81,0.0131
81,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,81,0.0252
81,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,81,0.0255
81,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,81,0.0685
81,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,81,0.0295
81,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,81,0.0045
81,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,81,0.0
81,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,81,0.0
81,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,81,0.0316
81,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5999,81,0.0389
81,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,81,0.0
81,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,81,0.0
81,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
82,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,82,0.0484
82,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,82,0.0497
82,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,82,0.0306
82,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,82,0.0885
82,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,82,0.0109
82,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,82,0.0446
82,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,82,0.0049
82,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,82,0.0
82,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,82,0.0627
82,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5999,82,0.0593
82,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,82,0.0286
82,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,82,0.0
82,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
83,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,83,0.0
83,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,83,0.0522
83,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,83,0.0
83,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,83,0.0309
83,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,83,0.0248
83,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,83,0.0
83,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,83,0.0085
83,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,83,0.0475
83,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,83,0.0073
83,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.5999,83,0.0492
83,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,83,0.0
83,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,83,0.0249
83,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
84,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,84,0.0169
84,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,84,0.0388
84,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,84,0.0
84,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,84,0.0355
84,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,84,0.0
84,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,84,0.0
84,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,84,0.034
84,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,84,0.0122
84,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,84,0.0327
84,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,84,0.0318
84,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,84,0.022
84,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,84,0.0077
84,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
85,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,85,0.0
85,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,85,0.0664
85,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,85,0.0
85,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,85,0.0
85,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,85,0.0337
85,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,85,0.0
85,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,85,0.0675
85,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,85,0.0511
85,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,85,0.0371
85,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,85,0.0
85,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,85,0.0
85,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,85,0.0145
85,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
86,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,86,0.0071
86,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,86,0.0718
86,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,86,0.0358
86,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,86,0.0
86,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,86,0.0321
